q1answer,q2answer,q3answer,q4answer,q5answer,q6answer,group_id,q1confidence,q2confidence,q3confidence,q4confidence,q5confidence,q6confidence,participant_id,q1wordsTotal,q2wordsTotal,q3wordsTotal,q4wordsTotal,q5wordsTotal,q6wordsTotal,q1interventionsTotal,q2interventionsTotal,q3interventionsTotal,q4interventionsTotal,q5interventionsTotal,q6interventionsTotal,q1wordLengthMean,q2wordLengthMean,q3wordLengthMean,q4wordLengthMean,q5wordLengthMean,q6wordLengthMean
0,8,8,5,4,1,650,4,4,4,4,3,5,4862,72,62,,57,42,,11,19,,16,10,,4.289855072,4.322580645,,4.49122807,4.404761905,
0,4,4,4,5,0,650,3,3,2,4,3,5,4856,45,57,,84,22,,7,11,,11,4,,4.288888889,4.528301887,,4.597560976,4.333333333,
8,5,6,3,5,0,651,4,4,3,3,3,4,4861,7,,44,15,45,,4,,12,5,6,,4,,4.558139535,3.428571429,4.340909091,
10,8,10,2,7,0,651,5,2,5,5,4,5,4853,7,,11,13,13,,3,,5,4,4,,2.833333333,,4.625,4.5,4.272727273,
8,6,4,9,2,0,651,4,4,3,4,4,4,4855,5,,17,22,7,,4,,5,6,4,,4.8,,3.8125,4.5,4.142857143,
10,2,10,10,6,2,653,4,4,3,5,3,4,4872,66,,,64,51,53,9,,,8,6,6,4.365079365,,,3.796875,4.306122449,4.192307692
5,3,10,0,10,0,653,3,2,5,1,5,1,4890,24,,,9,11,11,9,,,5,5,4,3.5,,,4.111111111,3.181818182,3
0,5,10,0,0,0,653,3,3,5,4,3,5,4888,109,,,48,52,22,12,,,8,8,6,4.509433962,,,4.4375,4.269230769,4.454545455
6,5,7,1,7,1,654,3,4,4,5,4,5,4874,25,18,,,14,10,7,4,,,3,3,3.76,3.722222222,,,4.357142857,4.2
1,3,1,3,8,0,654,5,4,4,3,4,5,4880,106,53,,,32,33,13,9,,,6,6,4.00952381,3.653846154,,,3.838709677,4.242424242
8,3,9,3,9,1,654,4,4,5,5,5,4,4889,60,29,,,6,23,8,4,,,2,4,4.566666667,3.785714286,,,3.333333333,3.826086957
10,5,8,0,10,5,657,4,3,4,5,5,4,4906,,,55,63,71,42,,,6,9,6,8,,,4.290909091,4.333333333,4.408450704,4.476190476
0,0,7,5,3,1,657,1,1,4,3,2,1,4908,,,52,88,56,18,,,3,7,5,4,,,4.28,4.337349398,4.351851852,4.125
1,6,7,6,9,3,657,2,3,3,3,4,4,4907,,,37,44,46,42,,,4,6,5,4,,,3.621621622,3.404761905,4.088888889,3.761904762
5,5,10,0,10,0,659,3,5,5,5,5,5,4915,,53,26,,61,49,,5,3,,7,4,,4.301886792,4.6,,3.833333333,4.829787234
3,3,1,7,8,2,659,3,4,4,4,5,4,4913,,102,138,,119,88,,13,13,,18,9,,5.12,4.25,,4.478632479,4.261363636
0,10,0,10,0,5,659,5,5,5,5,5,3,4916,,34,49,,66,51,,9,5,,10,8,,5.666666667,4.957446809,,5.045454545,4.8
6,10,10,4,0,2,661,2,5,4,3,5,4,4924,13,,15,5,57,,4,,4,4,10,,3.384615385,,4.6,3,4.01754386,
9,8,2,5,2,0,661,4,5,3,5,3,5,4927,26,,106,9,79,,3,,12,5,15,,4.307692308,,4.311320755,4.444444444,4.448717949,
10,4,10,3,8,7,661,5,4,5,4,5,4,4925,7,,33,18,91,,3,,4,4,13,,3.333333333,,4.3,3.777777778,4.91954023,
,,,,,,,,,,,,,304,88,73,27,,87,,6,6,7,,6,,4.465909091,4.315068493,4.259259259,,4.275862069,
,,,,,,,,,,,,,1444,,61,34,26,109,,,6,8,6,9,,,4.379310345,4.275862069,4.090909091,4.5,
,,,,,,,,,,,,,2366,,123,122,43,,10,,15,17,9,,3,,4.245901639,4.221311475,4.093023256,,5
,,,,,,,,,,,,,2939,113,,26,71,,3,19,,7,7,,2,4.765765766,,3.692307692,4.4,,4.666666667
